Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
479,ORD_00479,2023-03-14,2023-03-17,Standard,CUST_0262,Customer 6115,Home Office,United States,Philadelphia,IL,17857,West,PROD_TEC_9846,Technology,Laptop,Laptop - Model 961,615.41,5,0.1,195.67
480,ORD_00480,2024-02-03,2024-02-09,First Class,CUST_0322,Customer 9314,Corporate,United States,Philadelphia,CA,86230,East,PROD_OFF_8352,Office Supplies,Pen,Pen - Model 679,871.48,3,0.0,205.62
481,ORD_00481,2024-12-28,2025-01-02,Second Class,CUST_0180,Customer 5902,Corporate,United States,Houston,NC,22843,West,PROD_OFF_9514,Office Supplies,Stapler,Stapler - Model 250,98.5,2,0.2,27.06
482,ORD_00482,2024-05-21,2024-05-29,Same Day,CUST_0042,Customer 2511,Consumer,United States,Chicago,OH,86585,West,PROD_FUR_8309,Furniture,Desk,Desk - Model 610,152.76,1,0.2,33.73
483,ORD_00483,2024-05-17,2024-05-26,Standard,CUST_0353,Customer 9020,Home Office,United States,Philadelphia,OH,37871,West,PROD_TEC_3082,Technology,Printer,Printer - Model 566,1362.16,4,0.05,531.8
484,ORD_00484,2024-08-27,2024-08-29,First Class,CUST_0383,Customer 3569,Home Office,United States,New York,IL,58688,East,PROD_OFF_2807,Office Supplies,Stapler,Stapler - Model 412,171.99,1,0.1,19.28
485,ORD_00485,2024-02-06,2024-02-12,Same Day,CUST_0151,Customer 8961,Consumer,United States,New York,TX,26033,West,PROD_OFF_1797,Office Supplies,Stapler,Stapler - Model 660,1270.07,3,0.05,196.76
486,ORD_00486,2023-12-16,2023-12-19,First Class,CUST_0446,Customer 1732,Corporate,United States,Phoenix,GA,93422,South,PROD_OFF_6534,Office Supplies,Stapler,Stapler - Model 571,777.16,4,0.2,108.68
487,ORD_00487,2024-07-10,2024-07-19,Standard,CUST_0077,Customer 6328,Consumer,United States,Los Angeles,NC,13251,Central,PROD_FUR_7478,Furniture,Desk,Desk - Model 685,701.47,3,0.15,225.01
488,ORD_00488,2023-09-25,2023-10-05,Same Day,CUST_0331,Customer 3028,Home Office,United States,Phoenix,MI,12446,East,PROD_TEC_9877,Technology,Printer,Printer - Model 223,1524.93,5,0.2,391.18
489,ORD_00489,2024-12-25,2024-12-29,Standard,CUST_0493,Customer 1310,Corporate,United States,Houston,FL,13049,West,PROD_OFF_8278,Office Supplies,File Folder,File Folder - Model 448,324.31,1,0.2,63.61
490,ORD_00490,2024-06-14,2024-06-18,Second Class,CUST_0213,Customer 1394,Home Office,United States,New York,IL,30214,Central,PROD_FUR_2878,Furniture,Chair,Chair - Model 414,247.92,1,0.1,35.51
491,ORD_00491,2024-04-14,2024-04-18,Standard,CUST_0031,Customer 6329,Consumer,United States,New York,NY,36549,East,PROD_FUR_2617,Furniture,Cabinet,Cabinet - Model 345,215.48,3,0.1,38.22
492,ORD_00492,2023-04-30,2023-05-09,First Class,CUST_0261,Customer 9264,Corporate,United States,New York,CA,45279,South,PROD_TEC_8615,Technology,Tablet,Tablet - Model 667,890.24,5,0.15,96.74
493,ORD_00493,2022-07-27,2022-08-01,First Class,CUST_0391,Customer 3057,Corporate,United States,Los Angeles,NC,80455,Central,PROD_FUR_9199,Furniture,Chair,Chair - Model 533,747.86,2,0.05,158.54
494,ORD_00494,2024-07-14,2024-07-16,First Class,CUST_0001,Customer 8612,Home Office,United States,Phoenix,PA,76889,West,PROD_TEC_8900,Technology,Laptop,Laptop - Model 388,772.54,3,0.15,308.84
495,ORD_00495,2022-04-04,2022-04-08,First Class,CUST_0379,Customer 9750,Home Office,United States,Phoenix,CA,76167,South,PROD_TEC_3014,Technology,Phone,Phone - Model 921,657.52,2,0.1,239.0
496,ORD_00496,2023-10-14,2023-10-21,First Class,CUST_0326,Customer 5282,Home Office,United States,Philadelphia,GA,10268,South,PROD_TEC_6269,Technology,Scanner,Scanner - Model 723,271.69,3,0.2,53.94
497,ORD_00497,2024-09-02,2024-09-04,Same Day,CUST_0462,Customer 1156,Home Office,United States,Philadelphia,TX,26176,Central,PROD_OFF_9011,Office Supplies,Label,Label - Model 461,1094.74,4,0.0,286.38
498,ORD_00498,2024-02-10,2024-02-17,Second Class,CUST_0199,Customer 3903,Home Office,United States,Los Angeles,NY,21792,East,PROD_FUR_4161,Furniture,Bookcase,Bookcase - Model 935,58.35,4,0.0,19.11
499,ORD_00499,2023-09-13,2023-09-18,Second Class,CUST_0120,Customer 9090,Corporate,United States,Phoenix,NY,75578,South,PROD_FUR_4425,Furniture,Sofa,Sofa - Model 605,90.17,1,0.15,12.02
500,ORD_00500,2022-12-16,2022-12-26,Second Class,CUST_0100,Customer 3875,Consumer,United States,Los Angeles,NC,98864,West,PROD_OFF_3087,Office Supplies,Pen,Pen - Model 123,1332.22,3,0.05,485.33
501,ORD_00501,2024-12-27,2025-01-02,Second Class,CUST_0349,Customer 8437,Consumer,United States,Phoenix,OH,15697,East,PROD_FUR_7666,Furniture,Cabinet,Cabinet - Model 838,167.14,3,0.2,40.11
502,ORD_00502,2023-04-05,2023-04-07,First Class,CUST_0143,Customer 7882,Home Office,United States,Philadelphia,GA,65550,South,PROD_TEC_4188,Technology,Phone,Phone - Model 176,120.21,3,0.2,41.15
503,ORD_00503,2023-05-27,2023-06-01,First Class,CUST_0085,Customer 6394,Corporate,United States,New York,CA,72072,East,PROD_TEC_8077,Technology,Phone,Phone - Model 344,270.31,1,0.1,95.19
504,ORD_00504,2023-11-29,2023-12-01,Standard,CUST_0421,Customer 6465,Home Office,United States,New York,FL,59465,East,PROD_OFF_8184,Office Supplies,File Folder,File Folder - Model 420,253.14,1,0.2,34.79
505,ORD_00505,2022-05-14,2022-05-18,Same Day,CUST_0032,Customer 8240,Consumer,United States,Los Angeles,PA,88587,Central,PROD_TEC_1914,Technology,Laptop,Laptop - Model 906,151.21,5,0.15,33.34
506,ORD_00506,2022-01-22,2022-01-31,Standard,CUST_0197,Customer 8605,Corporate,United States,New York,NC,88010,East,PROD_FUR_1425,Furniture,Sofa,Sofa - Model 830,842.99,4,0.2,132.98
507,ORD_00507,2022-05-19,2022-05-24,Standard,CUST_0464,Customer 3064,Home Office,United States,New York,MI,26735,South,PROD_FUR_8887,Furniture,Cabinet,Cabinet - Model 419,1082.36,5,0.05,152.94
508,ORD_00508,2024-06-11,2024-06-21,First Class,CUST_0492,Customer 6861,Corporate,United States,New York,NC,41114,West,PROD_TEC_6057,Technology,Phone,Phone - Model 619,801.1,5,0.1,313.29
509,ORD_00509,2022-04-22,2022-04-30,Second Class,CUST_0177,Customer 4201,Consumer,United States,Phoenix,FL,49273,East,PROD_FUR_8794,Furniture,Desk,Desk - Model 528,1093.98,4,0.1,389.02
510,ORD_00510,2023-11-05,2023-11-09,Second Class,CUST_0054,Customer 8443,Consumer,United States,Philadelphia,GA,59271,West,PROD_TEC_4654,Technology,Scanner,Scanner - Model 310,453.35,2,0.05,77.84
511,ORD_00511,2024-03-30,2024-04-03,Second Class,CUST_0423,Customer 1110,Corporate,United States,New York,NY,13890,East,PROD_FUR_2887,Furniture,Chair,Chair - Model 303,289.53,2,0.05,83.79
512,ORD_00512,2023-02-10,2023-02-16,Standard,CUST_0090,Customer 4587,Corporate,United States,Philadelphia,TX,27988,South,PROD_OFF_3925,Office Supplies,Notebook,Notebook - Model 488,36.96,2,0.1,13.79
513,ORD_00513,2022-08-16,2022-08-23,Standard,CUST_0480,Customer 4444,Corporate,United States,New York,GA,28931,West,PROD_FUR_3807,Furniture,Bookcase,Bookcase - Model 233,1955.12,5,0.2,712.64
514,ORD_00514,2023-01-24,2023-01-29,Second Class,CUST_0273,Customer 7196,Home Office,United States,Los Angeles,IL,52949,South,PROD_OFF_5006,Office Supplies,Stapler,Stapler - Model 353,307.13,1,0.2,48.14
515,ORD_00515,2022-04-20,2022-04-26,Same Day,CUST_0447,Customer 3071,Home Office,United States,Philadelphia,NC,76736,Central,PROD_TEC_2333,Technology,Scanner,Scanner - Model 483,1272.28,4,0.2,151.99
516,ORD_00516,2024-10-18,2024-10-28,First Class,CUST_0238,Customer 3932,Corporate,United States,Los Angeles,IL,36607,Central,PROD_OFF_8762,Office Supplies,Stapler,Stapler - Model 562,707.48,3,0.2,208.65
517,ORD_00517,2023-04-26,2023-05-04,Second Class,CUST_0112,Customer 6013,Corporate,United States,Los Angeles,OH,86541,West,PROD_FUR_2388,Furniture,Bookcase,Bookcase - Model 142,680.93,2,0.1,158.9
518,ORD_00518,2024-08-10,2024-08-20,Same Day,CUST_0319,Customer 6511,Corporate,United States,Los Angeles,GA,44815,Central,PROD_FUR_7021,Furniture,Cabinet,Cabinet - Model 760,562.16,4,0.15,60.38
519,ORD_00519,2022-06-05,2022-06-12,Second Class,CUST_0462,Customer 2350,Corporate,United States,Los Angeles,MI,98487,East,PROD_FUR_2612,Furniture,Desk,Desk - Model 437,44.96,1,0.0,11.86
520,ORD_00520,2023-05-28,2023-06-03,Second Class,CUST_0382,Customer 5496,Consumer,United States,Houston,NC,63183,West,PROD_OFF_9898,Office Supplies,Label,Label - Model 941,38.29,3,0.1,7.07
521,ORD_00521,2022-01-25,2022-02-03,Same Day,CUST_0335,Customer 9399,Consumer,United States,Philadelphia,OH,70476,West,PROD_TEC_4438,Technology,Scanner,Scanner - Model 448,398.48,4,0.2,133.81
522,ORD_00522,2022-06-25,2022-07-02,Standard,CUST_0434,Customer 4077,Corporate,United States,Houston,OH,96356,West,PROD_FUR_1493,Furniture,Cabinet,Cabinet - Model 954,222.54,3,0.05,42.66
523,ORD_00523,2023-12-28,2024-01-04,Second Class,CUST_0116,Customer 7867,Corporate,United States,Phoenix,OH,92554,South,PROD_FUR_1380,Furniture,Table,Table - Model 918,1875.42,5,0.05,274.01
524,ORD_00524,2024-03-11,2024-03-19,Second Class,CUST_0105,Customer 7400,Consumer,United States,New York,MI,32468,Central,PROD_TEC_2779,Technology,Phone,Phone - Model 206,737.11,3,0.15,215.02
525,ORD_00525,2022-12-30,2023-01-01,Standard,CUST_0424,Customer 9005,Consumer,United States,Chicago,TX,77964,West,PROD_TEC_5650,Technology,Phone,Phone - Model 111,198.7,2,0.2,24.04
526,ORD_00526,2022-12-18,2022-12-25,First Class,CUST_0441,Customer 7731,Corporate,United States,Los Angeles,TX,36958,East,PROD_TEC_7855,Technology,Printer,Printer - Model 417,1272.08,4,0.15,491.69
527,ORD_00527,2024-06-04,2024-06-13,First Class,CUST_0082,Customer 6084,Home Office,United States,Phoenix,FL,53108,Central,PROD_FUR_1121,Furniture,Desk,Desk - Model 682,388.29,2,0.15,109.29
528,ORD_00528,2024-10-02,2024-10-11,First Class,CUST_0237,Customer 1640,Home Office,United States,Phoenix,CA,66633,South,PROD_OFF_6681,Office Supplies,Stapler,Stapler - Model 568,574.66,3,0.05,129.02
529,ORD_00529,2024-02-27,2024-03-02,First Class,CUST_0358,Customer 2565,Corporate,United States,Houston,NY,63907,West,PROD_TEC_9810,Technology,Tablet,Tablet - Model 880,1009.99,3,0.0,312.5
530,ORD_00530,2022-09-06,2022-09-13,Same Day,CUST_0040,Customer 2723,Home Office,United States,Houston,IL,55043,Central,PROD_FUR_5141,Furniture,Desk,Desk - Model 863,438.55,2,0.15,47.37
531,ORD_00531,2024-03-28,2024-04-02,First Class,CUST_0204,Customer 1618,Consumer,United States,Philadelphia,PA,67373,East,PROD_OFF_6359,Office Supplies,Notebook,Notebook - Model 243,990.13,4,0.0,123.53
532,ORD_00532,2024-08-22,2024-08-28,Standard,CUST_0431,Customer 3643,Consumer,United States,Philadelphia,NY,45815,East,PROD_TEC_3034,Technology,Tablet,Tablet - Model 257,1773.22,5,0.05,218.59
533,ORD_00533,2024-06-21,2024-06-28,Second Class,CUST_0092,Customer 4549,Home Office,United States,Houston,NY,16870,West,PROD_FUR_1782,Furniture,Sofa,Sofa - Model 712,1620.48,5,0.0,351.94
534,ORD_00534,2022-01-10,2022-01-12,First Class,CUST_0396,Customer 7183,Consumer,United States,Philadelphia,FL,97680,South,PROD_TEC_2497,Technology,Desktop,Desktop - Model 164,216.62,1,0.0,43.57
535,ORD_00535,2023-03-28,2023-03-31,Same Day,CUST_0409,Customer 3750,Home Office,United States,Houston,TX,25834,East,PROD_FUR_2764,Furniture,Table,Table - Model 337,479.12,3,0.05,137.7
536,ORD_00536,2023-03-14,2023-03-17,Second Class,CUST_0183,Customer 6298,Consumer,United States,Philadelphia,NY,91777,Central,PROD_OFF_1196,Office Supplies,Binder,Binder - Model 477,434.17,4,0.05,52.02
537,ORD_00537,2022-03-31,2022-04-03,Same Day,CUST_0454,Customer 4580,Corporate,United States,Philadelphia,PA,27423,Central,PROD_TEC_9784,Technology,Scanner,Scanner - Model 440,470.07,5,0.0,131.6
538,ORD_00538,2022-12-26,2023-01-02,Standard,CUST_0436,Customer 8899,Consumer,United States,Los Angeles,IL,12780,East,PROD_OFF_8354,Office Supplies,File Folder,File Folder - Model 731,989.53,4,0.05,248.4
539,ORD_00539,2022-09-12,2022-09-18,Standard,CUST_0122,Customer 8020,Consumer,United States,Los Angeles,NC,88390,East,PROD_TEC_7136,Technology,Desktop,Desktop - Model 554,590.3,4,0.05,125.57
540,ORD_00540,2023-11-05,2023-11-09,First Class,CUST_0143,Customer 6202,Home Office,United States,Phoenix,NY,17087,Central,PROD_OFF_1388,Office Supplies,Binder,Binder - Model 780,765.0,2,0.1,155.16
541,ORD_00541,2023-05-24,2023-05-29,Standard,CUST_0312,Customer 7250,Home Office,United States,Philadelphia,IL,28550,West,PROD_FUR_1099,Furniture,Sofa,Sofa - Model 309,436.23,1,0.0,168.43
542,ORD_00542,2022-09-15,2022-09-18,First Class,CUST_0089,Customer 9992,Consumer,United States,Phoenix,FL,42632,East,PROD_FUR_8652,Furniture,Sofa,Sofa - Model 410,257.75,3,0.05,44.71
543,ORD_00543,2023-08-08,2023-08-17,Same Day,CUST_0496,Customer 4299,Corporate,United States,Los Angeles,GA,73176,East,PROD_FUR_7188,Furniture,Cabinet,Cabinet - Model 120,409.1,2,0.15,102.93
544,ORD_00544,2024-02-21,2024-02-29,Same Day,CUST_0438,Customer 2363,Corporate,United States,Phoenix,NC,89432,West,PROD_OFF_3878,Office Supplies,Label,Label - Model 592,530.34,3,0.1,125.2
545,ORD_00545,2022-05-28,2022-06-04,Second Class,CUST_0070,Customer 8688,Consumer,United States,Houston,TX,74166,West,PROD_TEC_9203,Technology,Laptop,Laptop - Model 415,639.57,3,0.15,244.37
546,ORD_00546,2022-05-26,2022-06-03,Second Class,CUST_0454,Customer 1636,Consumer,United States,Philadelphia,OH,17563,West,PROD_TEC_5182,Technology,Phone,Phone - Model 766,662.26,3,0.15,192.38
547,ORD_00547,2024-02-29,2024-03-08,First Class,CUST_0377,Customer 5043,Consumer,United States,Chicago,GA,42429,East,PROD_FUR_1462,Furniture,Sofa,Sofa - Model 716,234.69,2,0.15,89.95
548,ORD_00548,2022-11-27,2022-11-29,Same Day,CUST_0060,Customer 2512,Home Office,United States,Chicago,OH,49612,Central,PROD_OFF_2316,Office Supplies,File Folder,File Folder - Model 612,1937.47,5,0.15,290.13
549,ORD_00549,2024-12-27,2025-01-04,Same Day,CUST_0301,Customer 6045,Home Office,United States,Philadelphia,OH,50383,East,PROD_TEC_6642,Technology,Scanner,Scanner - Model 106,269.46,2,0.05,102.13
550,ORD_00550,2022-12-11,2022-12-20,First Class,CUST_0001,Customer 2587,Consumer,United States,Houston,OH,33853,Central,PROD_OFF_8060,Office Supplies,Binder,Binder - Model 614,183.23,2,0.05,57.02
551,ORD_00551,2022-08-14,2022-08-23,Standard,CUST_0291,Customer 4482,Consumer,United States,Philadelphia,FL,31774,East,PROD_OFF_4143,Office Supplies,Notebook,Notebook - Model 181,1253.69,3,0.15,291.13
552,ORD_00552,2023-08-24,2023-08-27,Second Class,CUST_0194,Customer 3042,Corporate,United States,New York,CA,97205,South,PROD_TEC_4846,Technology,Printer,Printer - Model 696,990.98,4,0.0,101.92
553,ORD_00553,2022-03-27,2022-03-30,Second Class,CUST_0109,Customer 9557,Consumer,United States,Chicago,OH,41404,South,PROD_FUR_6521,Furniture,Cabinet,Cabinet - Model 469,991.95,5,0.1,302.1
554,ORD_00554,2024-03-27,2024-04-04,Second Class,CUST_0313,Customer 1937,Corporate,United States,Philadelphia,IL,42576,East,PROD_TEC_7583,Technology,Phone,Phone - Model 477,45.17,2,0.0,16.29
555,ORD_00555,2024-07-14,2024-07-23,First Class,CUST_0264,Customer 7768,Home Office,United States,Phoenix,FL,73509,East,PROD_OFF_1272,Office Supplies,Binder,Binder - Model 509,1182.55,3,0.1,358.76
556,ORD_00556,2022-06-16,2022-06-23,Standard,CUST_0220,Customer 8800,Home Office,United States,Los Angeles,CA,75264,Central,PROD_FUR_4196,Furniture,Table,Table - Model 915,697.97,2,0.2,234.14
557,ORD_00557,2022-06-28,2022-07-04,Standard,CUST_0427,Customer 9990,Corporate,United States,New York,TX,67002,Central,PROD_TEC_9858,Technology,Phone,Phone - Model 832,245.56,2,0.05,80.05
558,ORD_00558,2022-03-01,2022-03-05,Same Day,CUST_0476,Customer 6349,Corporate,United States,New York,PA,53620,West,PROD_OFF_8803,Office Supplies,Binder,Binder - Model 992,268.87,1,0.2,77.99
559,ORD_00559,2023-04-04,2023-04-07,First Class,CUST_0330,Customer 6623,Corporate,United States,Philadelphia,OH,25218,Central,PROD_TEC_5244,Technology,Desktop,Desktop - Model 686,152.58,1,0.0,19.34
560,ORD_00560,2024-01-24,2024-01-28,Second Class,CUST_0437,Customer 6134,Corporate,United States,Philadelphia,NC,26555,East,PROD_FUR_9775,Furniture,Chair,Chair - Model 632,722.65,2,0.15,141.56
561,ORD_00561,2023-03-31,2023-04-03,First Class,CUST_0203,Customer 1150,Home Office,United States,Philadelphia,GA,97208,South,PROD_TEC_4586,Technology,Tablet,Tablet - Model 969,1304.12,4,0.05,365.73
562,ORD_00562,2022-03-12,2022-03-19,Second Class,CUST_0159,Customer 9230,Home Office,United States,Los Angeles,CA,37605,South,PROD_OFF_8836,Office Supplies,File Folder,File Folder - Model 968,429.36,2,0.15,50.51
563,ORD_00563,2023-04-06,2023-04-08,Second Class,CUST_0473,Customer 3933,Corporate,United States,Houston,OH,61257,South,PROD_OFF_1353,Office Supplies,Notebook,Notebook - Model 173,859.43,5,0.15,260.73
564,ORD_00564,2024-12-17,2024-12-23,Second Class,CUST_0145,Customer 4196,Home Office,United States,Houston,MI,95804,Central,PROD_TEC_6298,Technology,Desktop,Desktop - Model 267,2171.35,5,0.0,770.7
565,ORD_00565,2022-10-09,2022-10-18,First Class,CUST_0357,Customer 8904,Corporate,United States,Houston,TX,65982,West,PROD_TEC_4205,Technology,Scanner,Scanner - Model 795,149.99,1,0.2,19.59
566,ORD_00566,2022-12-11,2022-12-13,Same Day,CUST_0050,Customer 6825,Corporate,United States,Los Angeles,TX,14455,East,PROD_TEC_6545,Technology,Printer,Printer - Model 221,1057.22,5,0.05,304.58
567,ORD_00567,2023-05-09,2023-05-17,Same Day,CUST_0251,Customer 5959,Home Office,United States,Chicago,NC,11520,West,PROD_OFF_7150,Office Supplies,Label,Label - Model 222,332.42,1,0.15,60.69
568,ORD_00568,2022-08-27,2022-08-30,First Class,CUST_0063,Customer 9015,Home Office,United States,Houston,MI,73463,West,PROD_TEC_8856,Technology,Printer,Printer - Model 760,1049.78,3,0.0,355.14
569,ORD_00569,2024-06-07,2024-06-13,Same Day,CUST_0293,Customer 3051,Consumer,United States,New York,IL,78013,East,PROD_OFF_4029,Office Supplies,File Folder,File Folder - Model 957,1633.22,4,0.0,356.27
570,ORD_00570,2022-09-12,2022-09-17,First Class,CUST_0495,Customer 2922,Consumer,United States,New York,NC,83727,West,PROD_TEC_8327,Technology,Printer,Printer - Model 362,200.33,3,0.05,54.6
571,ORD_00571,2022-03-13,2022-03-16,Second Class,CUST_0064,Customer 9292,Corporate,United States,Philadelphia,IL,80005,West,PROD_FUR_1001,Furniture,Sofa,Sofa - Model 555,251.67,2,0.2,93.47
572,ORD_00572,2022-10-14,2022-10-23,First Class,CUST_0356,Customer 6127,Home Office,United States,Los Angeles,IL,88924,West,PROD_OFF_1732,Office Supplies,Pen,Pen - Model 665,53.2,2,0.05,10.1
573,ORD_00573,2023-03-19,2023-03-26,Standard,CUST_0143,Customer 3105,Home Office,United States,Chicago,NC,98673,Central,PROD_TEC_5177,Technology,Printer,Printer - Model 535,561.66,3,0.05,123.57
574,ORD_00574,2022-10-21,2022-10-31,Same Day,CUST_0105,Customer 2156,Home Office,United States,Houston,PA,13396,West,PROD_OFF_9379,Office Supplies,Binder,Binder - Model 718,429.31,5,0.05,83.68
575,ORD_00575,2023-05-22,2023-05-25,First Class,CUST_0139,Customer 3041,Home Office,United States,Chicago,CA,11292,Central,PROD_TEC_2457,Technology,Tablet,Tablet - Model 200,1229.93,3,0.1,176.99
576,ORD_00576,2024-02-12,2024-02-17,Second Class,CUST_0194,Customer 2720,Consumer,United States,Phoenix,TX,22984,South,PROD_OFF_2565,Office Supplies,Stapler,Stapler - Model 149,723.84,5,0.2,260.31
577,ORD_00577,2022-12-16,2022-12-23,First Class,CUST_0485,Customer 7382,Consumer,United States,Los Angeles,IL,59650,Central,PROD_FUR_3090,Furniture,Table,Table - Model 681,35.17,3,0.2,11.04
578,ORD_00578,2023-07-02,2023-07-04,Second Class,CUST_0471,Customer 7064,Home Office,United States,Houston,FL,78235,Central,PROD_OFF_3999,Office Supplies,Stapler,Stapler - Model 835,1677.09,4,0.15,420.39
579,ORD_00579,2023-04-14,2023-04-20,Standard,CUST_0326,Customer 2424,Corporate,United States,New York,OH,47467,South,PROD_TEC_2302,Technology,Scanner,Scanner - Model 667,367.68,1,0.0,54.98
580,ORD_00580,2024-10-06,2024-10-08,First Class,CUST_0493,Customer 7946,Home Office,United States,Philadelphia,MI,10955,West,PROD_FUR_9437,Furniture,Cabinet,Cabinet - Model 831,1495.84,5,0.15,155.82
581,ORD_00581,2024-05-20,2024-05-30,First Class,CUST_0384,Customer 6653,Consumer,United States,Phoenix,MI,56306,East,PROD_OFF_3761,Office Supplies,Stapler,Stapler - Model 152,2151.09,5,0.05,263.59
582,ORD_00582,2024-05-15,2024-05-24,First Class,CUST_0195,Customer 3793,Corporate,United States,New York,CA,92729,South,PROD_OFF_9832,Office Supplies,Notebook,Notebook - Model 682,129.31,1,0.15,24.32
583,ORD_00583,2024-03-17,2024-03-22,Second Class,CUST_0473,Customer 5994,Home Office,United States,Chicago,MI,24046,East,PROD_FUR_8999,Furniture,Table,Table - Model 105,147.45,1,0.2,35.11
584,ORD_00584,2023-12-18,2023-12-22,Same Day,CUST_0206,Customer 6808,Consumer,United States,New York,CA,30398,Central,PROD_FUR_2388,Furniture,Desk,Desk - Model 887,1244.58,5,0.05,277.81
585,ORD_00585,2023-05-28,2023-06-02,Same Day,CUST_0241,Customer 7477,Corporate,United States,Los Angeles,PA,28333,South,PROD_FUR_9788,Furniture,Desk,Desk - Model 462,161.31,3,0.15,47.89
586,ORD_00586,2024-06-07,2024-06-09,First Class,CUST_0184,Customer 4251,Consumer,United States,Houston,FL,97194,South,PROD_TEC_7464,Technology,Desktop,Desktop - Model 372,1498.09,4,0.0,221.86
587,ORD_00587,2022-09-01,2022-09-09,First Class,CUST_0251,Customer 9119,Home Office,United States,Los Angeles,TX,55104,South,PROD_FUR_7370,Furniture,Table,Table - Model 612,127.54,2,0.0,43.08
588,ORD_00588,2022-01-28,2022-02-02,First Class,CUST_0027,Customer 6605,Corporate,United States,Philadelphia,NC,77009,East,PROD_FUR_5742,Furniture,Cabinet,Cabinet - Model 291,632.67,3,0.15,110.29
589,ORD_00589,2023-05-26,2023-06-01,First Class,CUST_0393,Customer 2884,Corporate,United States,Los Angeles,FL,25789,Central,PROD_TEC_2688,Technology,Phone,Phone - Model 235,1469.84,5,0.05,584.65
590,ORD_00590,2024-04-01,2024-04-03,First Class,CUST_0141,Customer 4148,Consumer,United States,Los Angeles,OH,54063,East,PROD_OFF_2489,Office Supplies,Notebook,Notebook - Model 536,157.1,1,0.2,30.15
591,ORD_00591,2024-09-08,2024-09-10,Standard,CUST_0262,Customer 7997,Home Office,United States,Los Angeles,NY,15359,South,PROD_TEC_6956,Technology,Tablet,Tablet - Model 100,1203.78,3,0.15,209.57
592,ORD_00592,2022-04-17,2022-04-24,Standard,CUST_0109,Customer 5674,Corporate,United States,Philadelphia,PA,82321,East,PROD_FUR_5133,Furniture,Desk,Desk - Model 888,677.36,4,0.1,90.4
593,ORD_00593,2022-09-24,2022-10-01,First Class,CUST_0185,Customer 6920,Home Office,United States,Philadelphia,NC,88883,South,PROD_TEC_5521,Technology,Scanner,Scanner - Model 223,592.64,2,0.0,217.0
594,ORD_00594,2022-03-26,2022-03-31,First Class,CUST_0099,Customer 8303,Consumer,United States,Houston,CA,82154,South,PROD_FUR_8769,Furniture,Sofa,Sofa - Model 828,515.74,2,0.05,58.35
595,ORD_00595,2023-06-02,2023-06-12,First Class,CUST_0500,Customer 6690,Corporate,United States,Phoenix,GA,45933,East,PROD_FUR_8910,Furniture,Chair,Chair - Model 813,853.26,4,0.2,287.78
596,ORD_00596,2022-09-22,2022-09-28,Same Day,CUST_0024,Customer 1996,Home Office,United States,Phoenix,FL,61150,Central,PROD_FUR_9723,Furniture,Sofa,Sofa - Model 510,2308.76,5,0.05,534.07
597,ORD_00597,2023-07-11,2023-07-16,First Class,CUST_0095,Customer 1058,Consumer,United States,Chicago,NC,45194,West,PROD_OFF_1145,Office Supplies,Label,Label - Model 665,932.66,5,0.2,165.69
598,ORD_00598,2022-09-01,2022-09-05,Standard,CUST_0115,Customer 1747,Home Office,United States,Philadelphia,FL,42637,South,PROD_TEC_3427,Technology,Scanner,Scanner - Model 943,1253.75,3,0.1,453.88
599,ORD_00599,2023-03-07,2023-03-17,Second Class,CUST_0060,Customer 1022,Home Office,United States,Chicago,IL,17505,South,PROD_FUR_9999,Furniture,Chair,Chair - Model 740,927.74,3,0.15,342.8
600,ORD_00600,2022-01-22,2022-01-29,First Class,CUST_0113,Customer 5582,Consumer,United States,Houston,PA,38919,East,PROD_OFF_2743,Office Supplies,Label,Label - Model 432,1704.14,4,0.1,615.21
601,ORD_00601,2023-07-05,2023-07-10,First Class,CUST_0298,Customer 7479,Consumer,United States,Houston,GA,34251,West,PROD_OFF_8109,Office Supplies,Label,Label - Model 935,210.84,3,0.15,27.01
602,ORD_00602,2022-12-27,2023-01-01,First Class,CUST_0292,Customer 9036,Home Office,United States,New York,TX,65888,South,PROD_TEC_3669,Technology,Tablet,Tablet - Model 351,656.92,2,0.2,102.71
603,ORD_00603,2024-07-20,2024-07-28,Standard,CUST_0052,Customer 9630,Consumer,United States,Chicago,NY,28695,East,PROD_FUR_1339,Furniture,Cabinet,Cabinet - Model 742,415.02,1,0.0,57.96
604,ORD_00604,2022-01-28,2022-01-30,Same Day,CUST_0491,Customer 2742,Home Office,United States,Los Angeles,IL,41956,East,PROD_TEC_8871,Technology,Desktop,Desktop - Model 157,2124.54,5,0.05,408.37
605,ORD_00605,2023-07-02,2023-07-12,Same Day,CUST_0064,Customer 1347,Consumer,United States,Houston,CA,29316,South,PROD_TEC_7804,Technology,Printer,Printer - Model 461,20.13,2,0.05,2.16
606,ORD_00606,2023-08-11,2023-08-16,Second Class,CUST_0472,Customer 7303,Home Office,United States,New York,CA,57250,Central,PROD_TEC_4678,Technology,Laptop,Laptop - Model 186,430.8,1,0.1,89.26
607,ORD_00607,2022-03-30,2022-04-03,Standard,CUST_0092,Customer 8022,Home Office,United States,Chicago,IL,75437,West,PROD_OFF_3461,Office Supplies,Stapler,Stapler - Model 777,853.56,3,0.1,174.57
